# Global Carbon Budget 2021 — Global_Carbon_Budget_2021v1.0.xlsx  — Historical Budget
#
# Historical CO2 budget
# All values in billion tonnes of carbon per year (GtC/yr), for the globe. For values in billion tonnes of carbon dioxide (CO2) per year, multiply the numbers below by 3.664.
# 1 billion tonnes C = 1 petagram of carbon (10^15 gC) = 1 gigatonne C = 3.664 billion tonnes of CO2
# Please note: The methods used to estimate the historical fluxes presented below differ from the carbon budget presented from 1959 onwards. For example, the atmospheric growth and ocean sink do not account for year-to-year variability before 1959.
# Uncertainties: see the original papers for uncertainties
# Cite as:  Friedlingstein et al (2021; see summary tab)
# Fossil fuel combustion and cement production emissions:  Friedlingstein et al. (2021)
# Land-use change emissions:  As in Global Carbon Budget from 1959: average of three bookkeeping models: H&N (Houghton &Nassikas, 2017), BLUE (Hansis, et al., 2015) and OSCAR (Gasser et al., 2020). Cite as:  Friedlingstein et al (2021; see summary tab)
# Atmospheric CO2 growth rate: Joos, F. and Spahni, R.: Rates of change in natural and anthropogenic radiative forcing over the past 20,000 years, Proceedings of the National Academy of Science, 105, 1425-1430, 2008.
# The ocean CO2 sink prior to 1959 is the average of the two diagnostic ocean models: DeVries, T. et al., Global Biogeochemical Cycles, 28, 631-647, 2014; and Khatiwala, S et al., Biogeosciences, 10, 2169-2191, 2013.
# The land sink is as in Global Carbon Budget from 1959: average of 17 dynamic global vegetation models that reproduce the observed mean total land sink of the 1990s.
# Cement carbonation is the average of two estimates: Friedlingstein et al. (2021)
# The budget imbalance is the sum of emissions (fossil fuel and industry + land-use change) minus (atmospheric growth + ocean sink + land sink + cement carbonation sink); it is a measure of our imperfect data and understanding of the contemporary carbon cycle.
#
# GtC/yr
# Generated with openclimatedata 0.40.1 from the GCB Excel file 'Global_Carbon_Budget_2021v1.0.xlsx' from https://doi.org/10.18160/gcp-2021
# http://openclimatedata.net - https://github.com/openclimatedata/global-carbon-budget
Year,fossil emissions excluding carbonation,land-use change emissions,atmospheric growth,ocean sink,land sink,cement carbonation sink,budget imbalance
1750,0.002552,,0.0,,0.0976470588235294,,
1751,0.002552,,-0.0743400000000065,,-0.503529411764706,,
1752,0.002553,,-0.0707291999999597,,-0.232941176470588,,
1753,0.002553,,-0.067755600000055,,-0.294705882352941,,
1754,0.002554,,-0.0641447999998945,,0.0805882352941176,,
1755,0.002555,,-0.0584099999999808,,-0.00882352941176471,,
1756,0.002731,,-0.0503388000000768,,0.327058823529412,,
1757,0.002732,,-0.0405683999999837,,0.512352941176471,,
1758,0.002733,,-0.0282492000000047,,-0.121764705882353,,
1759,0.002734,,-0.0144431999999597,,-0.494705882352941,,
1760,0.002734,,0.00191159999997126,,0.171764705882353,,
1761,0.002995,,0.0201779999999872,,-0.637647058823529,,
1762,0.002996,,0.0405683999999837,,-0.770588235294118,,
1763,0.002997,,0.0628704000000653,,0.597647058823529,,
1764,0.002998,,0.0875088000000233,,0.440588235294118,,
1765,0.002999,,0.112572,,-0.289411764705882,,
1766,0.003346,,0.135723599999892,,0.201176470588235,,
1767,0.003347,,0.156114000000002,,0.315882352941176,,
1768,0.003348,,0.174805200000037,,0.421764705882353,,
1769,0.003349,,0.191159999999968,,-0.0117647058823529,,
1770,0.00335,,0.204966000000127,,0.157058823529412,,
1771,0.003715,,0.21664799999985,,-0.32,,
1772,0.003716,,0.226418400000057,,-0.192941176470588,,
1773,0.003717,,0.233639999999923,,-0.0994117647058824,,
1774,0.003718,,0.238737600000036,,0.164117647058824,,
1775,0.003719,,0.242985599999997,,0.0558823529411765,,
1776,0.004104,,0.248932800000034,,0.454117647058824,,
1777,0.004105,,0.257004000000052,,0.656470588235294,,
1778,0.004106,,0.266561999999908,,0.00294117647058825,,
1779,0.004107,,0.278244000000086,,-0.287058823529412,,
1780,0.004109,,0.292050000000017,,0.402352941176471,,
1781,0.004597,,0.315414000000033,0.07433,-0.410588235294118,,
1782,0.004598,,0.348973199999932,0.082155,-0.558235294117647,,
1783,0.0046,,0.379558799999927,0.08952,0.745882352941176,,
