# Global Carbon Budget 2018 — Global_Carbon_Budget_2018v1.0.xlsx  — Historical Budget
#
# Historical CO2 budget
# All values in billion tonnes of carbon per year (GtC/yr), for the globe. For values in billion tonnes of carbon dioxide (CO2) per year, multiply the numbers below by 3.664.
# 1 billion tonnes C = 1 petagram of carbon (10^15 gC) = 1 gigatonne C = 3.664 billion tonnes of CO2
# Please note: The methods used to estimate the historical fluxes presented below differ from the carbon budget presented from 1959 onwards. For example, the atmospheric growth and ocean sink do not account for year-to-year variability.
# Uncertainties: see the original papers for uncertainties
# Cite as:
# Fossil fuel combustion and cement production emissions:  Cite as: Boden, T. A., Marland, G., and Andres, R. J.: Global, Regional, and National Fossil-Fuel CO2 Emissions, Oak Ridge National Laboratory, U.S. Department of Energy, Oak Ridge, Tenn., U.S.A., doi 10.3334/CDIAC/00001_V2017, 2017; available at: http://cdiac.ess-dive.lbl.gov/trends/emis/overview_2014.html
# Land-use change emissions as average of two bookkeeping models: Houghton, R. A. and Nassikas, A. A.: Global and regional fluxes of carbon from land use and land cover change 1850-2015, Global Biogeochemical Cycles, 31, 456-472, 2017;  Hansis, E., Davis, S. J., and Pongratz, J.: Relevance of methodological choices for accounting of land use change carbon fluxes, Global Biogeochemical Cycles, 29, 1230-1246, 2015.
# Atmospheric CO2 growth rate: Joos, F. and Spahni, R.: Rates of change in natural and anthropogenic radiative forcing over the past 20,000 years, Proceedings of the National Academy of Science, 105, 1425-1430, 2008.
# The ocean CO2 sink is the average of the two diagnostic ocean models: DeVries, T.: The oceanic anthropogenic CO2 sink: Storage, air-sea fluxes, and transports over the industrial era, Global Biogeochemical Cycles, 28, 631-647, 2014; and Khatiwala, S., Tanhua, T., Mikaloff Fletcher, S. E., Gerber, M., Doney, S. C., Graven, H. D., Gruber, N., McKinley, G. A., Murata, A., Rios, A. F., and Sabine, C. L.: Global ocean storage of anthropogenic carbon, Biogeosciences, 10, 2169-2191, 2013.
# The land sink is the average of several dynamic global vegetation models that reproduce the observed mean total land sink of the 1990s.
# The budget imbalance is the sum of emissions (fossil fuel and industry + land-use change) minus (atmospheric growth + ocean sink + land sink); it is a measure of our imperfect data and understanding of the contemporary carbon cycle.
# Generated with openclimatedata 0.40.1 from the GCB Excel file 'Global_Carbon_Budget_2018v1.0.xlsx' from https://doi.org/10.18160/gcp-2018 
# http://openclimatedata.net - https://github.com/openclimatedata/global-carbon-budget
Year,fossil fuel and industry,land-use change emissions,atmospheric growth,ocean sink,land sink,budget imbalance
1750,,,-0.07759200000000001,,0.08993234752610633,
1751,0.003,,-0.073988,,-0.5299827056229299,
1752,0.003,,-0.070596,,-0.26549108391967774,
1753,0.003,,-0.067628,,-0.16541908638317152,
1754,0.003,,-0.06402400000000001,,-0.32896616732375306,
1755,0.003,,-0.05808800000000001,,-0.01731800213713259,
1756,0.003,,-0.050244,,0.4296240725021994,
1757,0.003,,-0.04028,,0.5238293664602909,
1758,0.003,,-0.028408000000000003,,-0.06568136789341096,
1759,0.003,,-0.014204000000000001,,-0.543885033584288,
1760,0.003,,0.001908,,0.11690034891597928,
1761,0.003,,0.02014,,-0.5798072135983736,
1762,0.003,,0.040492,,-0.5256114879060058,
1763,0.003,,0.062752,,0.39599376888965127,
1764,0.003,,0.087344,,0.40491036384246754,
1765,0.003,,0.11236,,-0.300796976021712,
1766,0.003,,0.135256,,0.3769944764882024,
1767,0.003,,0.156032,,0.2838769272364972,
1768,0.003,,0.174476,,0.3225158797994844,
1769,0.003,,0.190588,,0.05215706129088383,
1770,0.003,,0.20458,,0.12609079885365895,
1771,0.004,,0.216452,,-0.34761663346606186,
1772,0.004,,0.225992,,-0.06084247459662512,
1773,0.004,,0.23320000000000002,,0.005503769747374196,
1774,0.004,,0.238288,,-0.2034402054074585,
1775,0.004,,0.24252800000000002,,0.014509495272743887,
1776,0.004,,0.24846400000000002,,0.5048345751403588,
1777,0.004,,0.256308,,0.6362517038231118,
1778,0.004,,0.26606,,-0.018459443672197918,
1779,0.004,,0.27772,,-0.2054498060343208,
1780,0.004,,0.29150000000000004,,0.31992873132961586,
1781,0.005,,0.31482,0.07433000000000001,-0.5994876173796321,
1782,0.005,,0.348316,0.082155,-0.3024122878450086,
1783,0.005,,0.378844,0.08951999999999999,0.7454834442168854,
1784,0.005,,0.40598,0.10207000000000001,0.7028730722283507,
1785,0.005,,0.429512,0.104205,-0.030915145858223223,
1786,0.005,,0.44944,0.11673,0.5943356489224765,
1787,0.005,,0.465764,0.12393,0.4440992235954247,
1788,0.005,,0.478696,0.131105,0.5163696503087196,
1789,0.005,,0.488024,0.13301,0.25327730855219377,
1790,0.005,,0.493748,0.14018999999999998,0.4999352683263847,
1791,0.006,,0.49586800000000003,0.147095,-0.1722093821321777,
1792,0.006,,0.494384,0.14901,0.1140875854629388,
1793,0.006,,0.489296,0.15568,0.003768837361839056,
1794,0.006,,0.480816,0.15749000000000002,0.2266479678465333,
1795,0.006,,0.468732,0.16380499999999998,0.2533895589166908,
1796,0.006,,0.45474000000000003,0.164995,0.7859014569001506,
1797,0.007,,0.43947600000000003,0.1658,0.9360671800472445,
1798,0.007,,0.42188000000000003,0.16673,0.2910004861302401,
1799,0.007,,0.401952,0.167235,0.029332422323756498,
1800,0.008,,0.38054,0.17277,0.5625956041849084,
1801,0.008,,0.36167200000000005,0.173235,-0.1087729550092383,
1802,0.01,,0.34238,0.173365,-0.03052855506215637,
1803,0.009,,0.321816,0.17367,0.914695143159071,
1804,0.009,,0.300192,0.17359000000000002,0.8128234995475875,
1805,0.009,,0.277296,0.17356,0.08344807191650686,
1806,0.01,,0.25334,0.17350500000000002,0.7248381845145275,
1807,0.01,,0.228112,0.17313499999999998,0.618647639067474,
1808,0.01,,0.20182400000000003,0.17295,0.5599598148720617,
1809,0.01,,0.174264,0.17259000000000002,0.5391052885620651,
1810,0.01,,0.145644,0.17252,0.5882573094450899,
1811,0.011,,0.11575200000000001,0.16692,-0.2004346766025804,
1812,0.011,,0.0848,0.16627,0.1678253774333271,
1813,0.011,,0.052576,0.165735,0.17395542255992927,
1814,0.011,,0.019292000000000004,0.16021000000000002,0.036788759842205684,
1815,0.012,,-0.014628,0.15963,0.2682842179421178,
1816,0.013,,-0.044308,0.15875,0.6967667610322175,
1817,0.014,,-0.067628,0.15806,0.8402292165860588,
